AccountLength,Location,AddtoWishlist,DesktopSessions,AppSessions,DesktopTransactions,TotalProductDetailViews,SessionDuration,PromotionClicks,AvgOrderValue,SaleProductViews,DiscountRatePerVisitedProducts,ProductDetailViewPerAppSession,AppTransactions,AddToCartPerSession,CustomerServiceCalls,Churn
119,510,0,223,38,14,122,163,107,161,112,7,11,6,3,1,0
73,415,0,183,31,21,80,242,115,201,100,9,8,3,2,4,0
92,415,0,264,45,14,91,161,115,199,73,9,9,5,3,0,0
21,415,0,146,25,9,78,110,79,247,108,11,7,7,2,0,0
122,510,0,157,27,16,134,185,122,197,59,9,9,5,2,4,1
133,510,0,127,22,21,108,251,81,135,88,6,10,3,3,1,0
145,415,0,188,32,17,110,197,117,167,108,8,5,4,1,2,0
25,408,0,179,30,12,90,141,72,203,99,9,8,5,2,2,0
64,415,0,97,17,16,80,186,90,189,92,9,10,6,3,2,0
85,415,0,260,44,21,85,242,117,169,72,8,5,1,1,0,0
126,415,0,257,44,17,112,200,90,188,122,8,7,5,2,3,0
76,415,0,170,29,11,77,124,87,219,92,10,10,3,3,0,0
113,415,0,240,41,24,47,283,110,238,88,11,9,3,2,2,1
224,510,0,172,29,14,99,160,103,212,102,10,5,2,1,1,1
117,408,0,240,41,15,84,175,106,210,93,9,10,2,3,0,0
128,408,34,142,24,17,73,195,79,239,81,11,16,6,4,1,0
115,415,0,184,31,28,98,327,73,213,106,10,8,6,2,2,0
141,415,28,207,35,22,126,264,126,172,124,8,9,11,3,2,0
51,510,0,260,44,15,114,176,94,77,112,3,15,1,4,1,0
100,415,0,204,35,24,122,283,76,197,83,9,13,3,3,0,0
96,415,45,249,42,12,124,140,77,264,102,12,10,2,3,3,0
112,415,16,222,38,11,110,130,123,200,108,9,11,3,3,1,0
129,510,0,193,33,16,131,186,101,205,130,9,11,4,3,1,0
163,415,0,122,21,10,129,113,108,180,97,8,13,7,3,1,0
67,415,40,105,18,18,65,216,93,217,128,10,10,9,3,1,0
140,408,0,173,29,17,91,197,106,209,128,9,11,5,3,3,0
49,510,0,119,20,23,69,273,92,214,153,10,12,7,3,2,0
46,510,0,250,43,22,100,261,90,195,104,9,13,2,4,2,1
148,415,0,178,30,24,98,283,110,181,98,8,11,4,3,1,0
112,510,0,243,41,15,77,182,97,259,94,12,13,2,3,1,0
78,415,0,155,26,15,106,175,101,156,125,7,12,5,3,2,0
61,408,31,289,49,17,101,204,102,203,49,9,9,3,2,0,0
58,510,29,240,41,10,80,119,91,164,108,7,11,3,3,1,0
155,415,0,190,32,26,123,301,96,215,134,10,8,3,2,1,0
100,510,0,278,47,15,76,177,74,220,126,10,8,4,2,0,1
113,510,0,155,26,28,93,331,106,189,123,9,14,3,4,1,0
81,415,0,154,26,17,99,198,102,199,86,9,6,2,2,2,0
135,510,27,273,46,13,141,154,99,246,112,11,12,6,3,1,0
99,408,0,155,26,23,93,266,95,146,67,7,12,4,3,0,0
59,510,29,133,23,19,114,221,82,132,103,6,7,3,2,1,0
135,510,0,247,42,16,129,188,121,155,109,7,13,5,3,1,0
85,408,0,165,28,17,107,196,126,349,110,16,10,7,3,2,0
70,510,0,60,10,22,103,257,106,208,86,9,11,6,3,0,0
88,510,0,138,24,20,116,236,138,179,110,8,10,4,3,3,0
55,510,0,287,49,11,100,134,121,193,122,9,7,5,2,2,0
75,415,0,117,20,17,114,201,61,108,82,5,12,3,3,1,0
79,510,21,264,45,17,79,203,118,173,92,8,6,3,2,4,0
85,408,0,128,22,23,107,271,124,202,76,9,13,5,3,0,0
86,408,23,226,38,21,107,246,105,246,81,11,10,2,3,0,0
91,510,0,149,25,21,115,245,105,260,94,12,8,3,2,0,0
149,415,20,199,34,23,77,274,88,191,76,9,14,9,4,1,0
97,408,0,256,44,23,125,274,100,223,101,10,11,1,3,1,1
88,415,0,265,45,21,124,245,112,161,115,7,15,2,4,1,1
60,415,0,98,17,15,88,181,69,224,69,10,9,2,3,2,0
54,408,0,160,27,22,99,264,64,116,70,5,10,7,3,2,0
11,415,28,191,32,19,86,220,122,180,80,8,6,3,2,3,0
109,415,0,184,31,10,120,120,119,154,86,7,11,3,3,0,0
90,415,0,262,45,19,128,221,104,137,91,6,10,5,3,1,0
115,408,0,148,25,19,109,228,117,300,90,13,10,9,3,3,0
144,415,18,106,18,9,109,108,113,208,111,9,10,5,3,1,0
91,408,0,134,23,17,75,195,87,281,89,13,6,2,2,0,0
105,415,23,194,33,19,85,220,90,272,111,12,9,5,2,0,0
71,415,0,178,30,14,113,168,94,182,111,8,14,3,4,3,1
132,510,36,226,38,15,103,182,125,259,102,12,11,5,3,3,1
112,415,0,170,29,17,103,200,71,258,100,12,12,4,3,1,0
86,415,32,71,12,14,163,167,121,245,105,11,11,5,3,3,0
41,510,34,194,33,22,63,255,110,160,115,7,17,9,5,2,0
44,415,0,240,41,14,146,165,83,241,106,11,11,2,3,1,0
78,408,0,75,13,21,116,249,87,176,83,8,10,6,3,3,0
149,408,0,69,12,12,117,136,100,182,53,8,6,3,2,1,0
72,510,33,97,16,27,59,315,98,163,117,7,6,4,2,4,1
139,415,20,215,36,20,101,235,132,163,132,7,15,12,4,0,0
74,510,0,149,25,12,111,147,42,289,83,13,10,6,3,3,0
50,510,0,258,44,14,106,161,106,225,110,10,12,5,3,1,0
141,510,23,150,25,14,112,163,118,220,115,10,8,2,2,3,0
140,408,0,150,25,14,134,164,98,295,124,13,8,2,2,1,0
99,408,0,190,32,13,102,158,107,272,92,12,11,4,3,2,0
166,408,0,181,31,22,108,254,54,112,94,5,12,6,3,1,0
124,408,0,151,26,16,123,187,104,255,93,11,5,3,1,1,0
74,415,0,156,26,15,116,174,63,257,97,12,8,4,2,0,0
117,510,0,150,25,22,95,256,110,213,92,10,13,13,4,2,0
85,510,0,222,38,20,132,232,101,224,75,10,11,2,3,3,0
36,415,16,149,25,11,111,132,113,133,87,6,7,2,2,0,0
102,510,0,234,40,19,103,222,131,147,106,7,13,3,3,0,0
76,415,0,204,35,25,100,293,139,244,105,11,11,2,3,0,0
165,510,0,243,41,18,126,210,65,228,126,10,0,0,0,1,0
130,415,0,150,26,20,119,231,99,186,76,8,12,4,3,1,0
78,415,0,209,36,21,119,252,132,280,120,13,13,7,3,0,0
55,415,0,192,33,22,91,256,110,204,101,9,14,6,4,1,1
92,415,0,131,22,22,113,261,122,244,98,11,9,2,3,2,1
129,415,33,120,20,24,104,279,88,263,175,12,6,2,2,2,0
18,408,0,274,47,10,93,115,116,251,120,11,8,4,2,1,0
161,415,0,156,27,15,114,180,63,180,115,8,11,9,3,2,0
93,415,36,179,30,15,134,179,102,127,82,6,8,4,2,2,0
144,415,0,178,30,24,93,287,75,181,118,8,12,3,3,2,0
75,408,0,211,36,9,61,106,119,176,63,8,10,4,3,4,1
95,415,0,175,30,21,91,244,109,76,95,3,8,2,2,1,0
126,415,23,114,19,16,102,190,103,240,111,11,13,7,3,3,0
124,415,28,251,43,19,104,225,89,252,121,11,8,5,2,1,0
93,415,0,217,37,18,61,207,120,222,110,10,18,5,5,1,1
109,415,26,217,37,12,138,146,111,281,76,13,9,3,3,0,0
80,510,0,206,35,13,97,155,98,264,82,12,12,12,3,0,0
41,415,0,159,27,11,66,126,75,262,76,12,11,5,3,1,0
136,415,31,143,24,20,88,237,65,228,120,10,11,5,3,2,0
92,415,0,154,26,28,122,330,88,288,117,13,6,2,2,3,1
143,408,24,187,32,19,69,222,116,235,138,11,12,5,3,1,0
118,415,26,171,29,17,114,200,125,170,98,8,10,5,3,5,1
193,408,17,124,21,17,102,203,81,205,129,9,12,3,3,1,0
73,415,0,198,34,24,94,279,101,146,87,7,15,8,4,3,0
62,408,0,173,29,17,101,205,97,241,90,11,9,8,2,2,0
30,415,30,217,37,18,74,214,86,227,104,10,7,3,2,0,0
60,408,29,266,45,18,113,216,94,108,82,5,14,12,4,0,1
148,510,14,94,16,16,137,194,72,145,84,7,18,5,5,1,0
96,510,0,98,17,26,100,307,88,183,120,8,8,1,2,2,0
52,408,0,215,37,13,68,159,138,123,114,6,9,4,3,2,0
87,415,0,168,29,19,92,225,100,170,99,8,13,3,3,1,0
41,408,0,203,34,13,97,154,104,114,92,5,9,3,2,3,0
112,415,0,261,44,13,108,155,102,131,90,6,12,2,3,1,0
88,510,0,73,12,14,86,161,82,240,76,11,8,3,2,4,1
122,408,27,254,43,19,84,229,109,191,123,9,9,5,2,7,0
61,408,0,45,8,13,108,151,74,153,94,7,10,6,3,2,0
87,510,0,231,39,15,105,172,108,68,136,3,13,6,4,1,0
176,408,0,47,8,14,125,168,90,163,107,7,11,8,3,2,0
30,510,0,227,39,16,88,183,100,192,134,9,13,3,3,0,0
95,415,22,41,7,11,126,133,90,264,91,12,12,7,3,0,0
46,415,0,125,21,13,133,157,143,199,72,9,9,4,2,2,0
100,510,0,69,12,29,110,337,115,205,99,9,12,9,3,0,0
47,415,37,164,28,17,77,203,102,232,87,10,8,4,2,2,0
77,415,0,163,28,19,112,219,89,233,66,11,7,3,2,2,0
98,415,38,214,36,22,61,253,104,208,73,9,11,5,3,2,0
125,415,36,201,34,4,117,42,78,126,104,6,5,3,1,1,0
67,510,0,310,53,6,97,67,123,247,99,11,9,10,2,4,0
194,408,0,48,8,24,101,281,138,219,87,10,18,1,5,1,0
128,415,40,171,29,12,88,146,109,197,93,9,14,6,4,1,0
190,415,22,167,28,16,93,183,92,121,102,5,9,3,2,0,0
165,415,0,217,37,16,126,191,104,225,123,10,12,8,3,0,0
59,408,0,108,18,18,113,217,125,218,92,10,10,3,3,2,0
47,408,28,141,24,14,94,168,108,114,84,5,8,2,2,1,0
150,415,29,210,36,13,77,158,52,142,113,6,7,1,2,0,0
152,415,20,238,40,22,120,253,94,265,80,12,14,3,4,9,1
26,415,0,235,40,18,109,217,129,192,94,9,4,6,1,3,0
79,510,31,103,18,21,90,243,135,76,92,3,12,8,3,3,0
95,510,27,130,22,21,106,249,90,268,115,12,12,3,3,1,0
69,510,0,280,48,21,90,249,91,171,118,8,8,10,2,2,1
95,510,41,137,23,17,91,201,61,134,67,6,10,9,3,5,1
31,415,31,100,17,21,54,246,97,255,131,11,6,3,2,0,0
121,408,31,237,40,17,63,206,117,197,85,9,10,5,3,4,0
111,415,0,173,29,16,58,183,108,159,104,7,8,3,2,4,1
157,415,0,225,38,17,111,201,99,117,118,5,12,2,3,2,0
44,510,0,288,49,22,112,258,92,192,90,9,10,4,3,3,1
61,510,0,78,13,17,103,196,149,108,100,5,10,6,3,2,0
65,415,0,149,25,22,80,259,94,150,107,7,13,6,3,2,0
74,415,25,195,33,10,84,120,103,176,75,8,13,2,4,2,0
123,408,0,160,27,26,77,304,92,227,120,10,12,4,3,0,0
58,408,20,195,33,18,110,214,89,237,92,11,10,2,3,1,0
74,408,0,174,30,21,96,251,94,258,123,12,8,5,2,2,1
125,415,0,132,22,12,97,137,100,308,119,14,8,6,2,2,0
80,415,0,161,27,20,103,237,109,245,88,11,11,1,3,1,0
53,408,18,147,25,26,107,310,84,179,130,8,7,7,2,0,0
99,408,28,201,34,22,88,264,116,173,102,8,9,5,2,1,0
99,415,0,146,25,8,106,98,106,231,83,10,11,5,3,1,0
66,415,29,229,39,22,104,257,84,232,119,10,8,1,2,2,0
97,510,0,211,36,16,76,189,100,123,102,6,5,4,1,3,0
75,510,37,122,21,23,97,271,110,249,97,11,11,5,3,2,0
85,510,0,216,37,16,73,188,117,147,98,7,4,7,1,2,0
108,510,0,293,50,14,88,161,101,144,87,6,10,6,3,2,0
133,408,32,221,38,23,137,265,99,169,108,8,15,4,4,2,1
51,510,0,182,31,17,108,197,87,187,119,8,10,2,3,1,0
186,415,26,74,13,15,107,177,116,296,90,13,15,3,4,2,0
44,415,0,62,11,23,92,275,82,139,108,6,11,3,3,1,0
64,408,31,229,39,21,88,249,109,167,124,8,9,1,2,3,0
44,510,0,228,39,24,121,277,79,280,77,13,10,5,3,2,1
114,415,36,310,53,17,90,200,89,184,105,8,14,2,4,1,0
92,415,0,202,34,19,74,227,119,218,80,10,14,6,4,3,0
110,408,0,150,25,15,112,180,93,140,119,6,12,4,3,2,0
90,408,30,184,31,20,76,230,95,144,124,6,8,3,2,1,0
72,408,21,187,32,28,108,335,86,187,119,8,17,4,4,1,0
113,415,0,209,36,30,151,347,113,246,116,11,7,2,2,1,1
171,415,25,223,38,16,77,183,118,151,90,7,10,3,3,3,0
104,415,0,164,28,13,109,155,90,169,117,8,11,8,3,1,0
165,408,0,151,26,16,75,193,93,312,93,14,10,2,3,1,0
104,510,0,234,40,25,128,293,92,184,79,8,10,6,3,0,1
110,408,0,55,9,14,102,165,124,201,108,9,10,5,3,1,0
90,408,0,222,38,17,97,204,134,216,154,10,8,4,2,1,0
114,415,0,170,29,5,85,59,86,179,124,8,7,8,2,1,0
101,408,0,90,15,22,118,260,79,170,93,8,14,11,4,5,1
117,408,14,80,14,19,81,219,103,123,102,6,9,2,2,1,0
109,408,0,219,37,25,105,300,87,159,110,7,11,4,3,2,0
82,408,0,126,21,18,96,208,137,183,103,8,13,2,3,1,0
92,510,0,176,30,8,85,93,125,207,107,9,10,1,3,2,0
82,510,29,207,35,22,111,254,137,169,92,8,10,5,3,2,0
90,415,0,206,35,14,138,162,83,270,104,12,13,6,3,2,0
87,408,28,151,26,13,95,152,97,250,109,11,0,0,0,1,0
124,510,0,158,27,11,70,131,79,193,98,9,10,4,3,3,0
39,408,0,160,27,9,68,103,103,235,106,11,9,5,2,2,0
84,415,0,159,27,14,80,168,128,168,101,8,12,5,3,1,0
75,510,46,214,36,17,62,201,111,247,126,11,9,6,2,0,0
102,510,0,103,17,21,89,246,77,171,140,8,9,4,2,2,0
62,415,0,160,27,17,86,198,76,122,105,5,14,6,4,0,1
143,510,0,203,34,14,109,166,104,144,71,6,5,4,1,1,0
53,415,0,58,10,23,95,266,131,244,128,11,12,6,3,3,0
30,415,0,170,29,19,144,225,118,170,93,8,11,7,3,1,0
112,415,0,336,57,18,77,213,109,265,132,12,13,8,3,2,1
129,415,0,140,24,25,119,289,105,129,97,6,13,8,4,0,0
63,415,29,142,24,10,107,119,56,240,91,11,7,8,2,1,0
28,415,0,188,32,21,94,249,86,209,124,9,11,5,3,0,0
111,415,0,146,25,22,55,262,83,163,116,7,9,3,2,3,0
91,510,0,232,39,13,120,151,106,269,129,12,12,7,3,3,0
90,415,0,194,33,13,83,154,79,299,60,13,13,3,3,1,0
151,510,0,156,27,20,108,233,118,196,141,9,8,6,2,4,0
105,415,29,221,38,19,82,218,110,191,100,9,13,6,4,1,1
41,408,37,240,41,19,110,222,115,189,100,9,7,1,2,2,0
48,510,43,172,29,17,111,200,64,233,96,10,8,5,2,1,0
166,408,35,128,22,23,138,275,113,299,130,13,9,7,2,2,0
79,510,0,130,22,25,119,291,121,195,140,9,14,6,4,3,0
153,510,0,195,33,13,107,155,96,143,97,6,12,6,3,1,0
110,415,0,293,50,16,79,189,90,267,91,12,15,4,4,0,1
163,415,0,191,33,16,89,194,87,268,121,12,13,4,3,1,0
126,510,0,122,21,12,88,144,111,157,106,7,12,3,3,1,0
105,408,33,210,36,12,68,147,140,121,131,5,11,3,3,2,0
172,415,0,216,37,12,140,146,84,265,83,12,7,1,2,3,0
126,415,0,161,27,19,110,221,125,249,78,11,5,2,1,0,0
97,510,0,144,25,19,91,227,137,145,72,7,14,4,4,3,0
95,408,37,220,37,16,109,185,99,205,82,9,4,2,1,0,1
87,510,0,256,44,14,105,161,102,249,80,11,7,2,2,4,0
97,415,0,113,19,19,119,218,109,152,76,7,7,5,2,1,0
76,415,0,300,51,19,125,227,92,211,134,9,14,4,4,0,1
140,408,0,195,33,15,107,171,99,225,93,10,14,4,4,0,0
169,415,0,101,17,20,112,230,69,194,95,9,10,2,3,0,0
68,408,22,83,14,25,97,290,94,180,114,8,5,4,1,3,0
122,415,34,146,25,8,104,90,103,220,91,10,16,4,4,2,0
36,408,0,178,30,19,129,225,87,306,102,14,11,6,3,2,0
120,510,27,154,26,16,84,194,73,257,94,12,10,7,3,5,0
121,408,0,151,26,17,105,197,133,169,116,8,9,15,2,1,0
64,408,19,180,31,11,106,128,92,237,118,11,8,3,2,0,0
13,415,31,265,45,13,94,148,95,259,117,12,13,1,3,1,0
106,415,0,129,22,11,83,134,114,211,113,9,11,2,3,0,0
88,415,0,162,27,15,92,174,108,206,95,9,8,4,2,2,0
74,408,0,165,28,17,120,199,106,209,102,9,10,3,3,1,0
83,415,0,195,33,18,92,211,83,181,92,8,11,13,3,0,0
49,415,0,214,36,23,79,265,93,240,128,11,16,7,4,0,0
111,510,24,206,35,19,114,219,99,216,95,10,14,4,4,1,0
50,415,22,253,43,15,112,178,99,158,146,7,9,4,2,3,0
153,408,28,236,40,19,74,228,37,170,103,8,15,9,4,0,0
88,415,0,192,33,11,91,128,127,156,125,7,8,5,2,1,0
131,415,39,69,12,9,122,101,136,105,94,5,9,4,2,0,0
79,408,0,262,44,18,97,211,48,257,83,12,6,3,2,3,1
140,415,0,236,40,22,81,257,130,103,111,5,12,4,3,2,0
105,408,0,213,36,17,100,205,52,180,93,8,10,6,3,1,0
54,415,39,207,35,11,143,128,72,199,120,9,9,1,2,3,0
87,415,22,264,45,9,65,103,115,208,109,9,9,3,2,3,0
96,510,31,183,31,17,126,196,106,180,93,8,11,5,3,1,0
79,510,0,158,27,17,85,194,92,232,86,10,9,10,3,5,1
55,415,0,176,30,14,147,162,118,290,55,13,9,4,3,0,0
130,415,0,243,41,9,101,103,114,142,89,6,9,2,3,2,0
34,415,0,151,26,11,102,131,101,187,86,8,10,7,3,0,0
139,415,0,138,23,14,103,165,100,135,63,6,8,2,2,1,0
109,408,0,265,45,26,69,305,120,197,86,9,10,9,3,1,1
65,408,31,282,48,13,70,152,89,226,93,10,12,4,3,1,0
63,415,0,211,36,20,80,238,93,259,58,12,12,2,3,0,0
152,415,0,197,34,11,126,130,76,78,100,4,7,4,2,3,0
147,408,0,205,35,14,95,167,128,241,84,11,8,4,2,1,0
112,415,22,182,31,19,110,228,123,263,141,12,9,4,2,2,0
120,415,0,252,43,13,120,150,106,152,96,7,10,1,3,2,0
27,510,0,194,33,10,102,119,104,136,124,6,9,3,2,0,0
171,415,0,231,39,16,135,189,74,207,124,9,12,1,3,1,0
101,415,33,200,34,16,108,189,122,205,90,9,16,4,4,0,0
32,408,26,267,45,20,109,232,107,213,98,10,16,4,4,1,0
3,415,36,118,20,19,117,222,125,104,89,5,12,6,3,2,0
151,408,0,175,30,12,106,144,87,160,88,7,12,5,3,0,0
60,408,0,125,21,21,99,249,62,211,79,10,11,3,3,3,0
119,415,0,177,30,19,90,225,81,205,77,9,8,15,2,1,0
43,415,0,242,41,11,101,129,121,265,104,12,6,3,2,1,0
42,408,0,241,41,10,134,117,114,152,91,7,11,4,3,0,0
84,408,0,217,37,20,99,236,68,118,120,5,9,4,3,1,0
65,510,0,195,33,15,110,181,109,179,105,8,9,4,2,0,0
75,415,0,222,38,28,78,327,111,208,104,9,9,9,2,1,1
116,510,0,190,32,16,90,190,118,206,83,9,13,2,4,1,0
107,415,0,123,21,13,100,158,82,256,82,12,9,5,3,0,0
189,415,38,257,44,13,98,151,120,123,87,6,11,3,3,3,0
123,408,0,159,27,21,94,242,119,202,120,9,7,1,2,1,0
110,408,0,100,17,20,90,233,93,204,57,9,11,8,3,3,0
63,415,32,31,5,16,113,187,113,231,101,10,9,7,2,1,0
176,415,0,223,38,18,76,214,131,154,80,7,10,2,3,3,0
108,510,0,187,32,17,101,200,126,216,107,10,13,8,3,1,0
13,510,21,316,54,18,105,209,71,260,123,12,12,3,3,3,0
71,415,0,278,47,11,104,132,121,127,101,6,8,2,2,1,0
88,415,0,190,32,17,111,197,101,235,111,11,15,3,4,2,0
137,510,0,147,25,16,119,193,91,173,105,8,10,4,3,1,0
82,408,0,186,32,24,36,277,134,192,104,9,6,7,2,4,0
92,510,29,155,26,16,110,189,104,255,118,11,8,4,2,3,0
165,510,0,154,26,23,91,269,108,189,99,9,11,4,3,6,0
96,415,0,98,17,9,98,106,118,220,105,10,12,9,3,1,0
156,415,0,179,30,15,94,178,97,169,77,8,8,3,2,1,0
63,408,0,149,25,23,104,274,75,207,72,9,9,4,2,0,0
37,415,0,206,35,16,89,186,88,307,86,14,8,11,2,0,0
98,415,0,217,37,16,86,191,114,188,79,8,11,9,3,0,0
121,415,0,103,18,11,110,129,82,167,113,8,11,3,3,0,0
94,415,0,139,24,14,95,159,92,128,129,6,8,3,2,0,0
99,415,0,191,33,14,110,164,102,244,114,11,14,3,4,1,0
163,510,23,160,27,16,104,189,64,230,118,10,10,7,3,1,0
161,510,0,222,38,16,95,193,82,194,113,9,7,4,2,3,0
99,415,0,63,11,20,81,231,64,169,121,8,9,5,2,1,0
108,415,0,216,37,17,78,195,119,194,65,9,4,5,1,1,0
84,510,42,165,28,19,97,224,118,261,72,12,8,7,2,3,0
83,415,32,95,16,13,111,154,98,200,109,9,11,6,3,2,0
139,510,0,203,35,13,81,153,99,198,76,9,10,3,3,2,0
69,510,0,195,33,18,70,217,108,260,119,12,13,4,3,3,0
129,510,0,144,24,25,114,298,98,213,86,10,11,8,3,4,0
106,415,0,114,19,7,104,78,101,233,78,10,0,0,0,2,0
158,415,0,223,38,17,101,203,128,211,106,9,7,2,2,2,0
168,415,22,176,30,18,70,212,105,175,81,8,7,5,2,2,0
115,510,0,250,42,21,95,243,104,152,121,7,15,6,4,1,1
57,408,30,235,40,17,130,195,116,269,94,12,11,4,3,2,0
67,415,0,211,36,19,116,219,86,180,83,8,7,6,2,1,0
127,408,0,182,31,14,124,170,110,184,116,8,9,3,3,1,0
78,510,0,190,32,17,88,195,89,257,109,12,12,5,3,2,0
100,415,38,177,30,14,88,164,108,243,72,11,7,2,2,0,0
103,510,36,87,15,14,92,169,110,167,80,8,11,5,3,6,1
113,415,0,216,37,16,96,193,127,105,115,5,14,3,4,1,0
78,510,0,137,23,20,109,238,49,207,136,9,14,11,4,3,0
129,510,36,193,33,15,103,177,83,217,118,10,16,5,4,1,0
57,510,0,149,25,17,100,200,110,232,101,10,12,3,3,2,0
82,408,0,144,24,15,116,171,99,288,95,13,8,5,2,1,0
64,415,0,225,38,16,111,190,101,221,110,10,9,2,2,1,0
86,510,39,261,44,18,122,214,101,155,101,7,13,5,3,2,0
151,415,26,197,33,15,98,176,111,222,124,10,13,5,4,0,0
94,510,0,271,46,17,105,203,105,222,51,10,12,3,3,3,1
90,415,0,207,35,25,121,293,104,226,103,10,8,1,2,2,0
48,510,0,300,51,11,94,133,103,197,94,9,7,5,2,2,0
85,408,37,230,39,11,123,132,90,212,76,10,10,8,3,2,0
93,415,20,188,32,14,110,170,94,175,127,8,12,4,3,1,0
169,415,0,57,10,17,98,200,78,275,103,12,7,6,2,3,0
68,415,0,162,28,13,86,155,86,190,87,9,11,9,3,5,1
91,415,0,145,25,15,89,176,102,224,151,10,17,3,5,2,1
68,510,0,160,27,20,123,241,93,210,76,9,11,3,3,1,0
101,510,0,191,32,18,72,209,103,204,111,9,9,8,2,1,0
67,510,20,231,39,16,40,189,58,162,115,7,9,2,3,1,0
66,415,0,34,6,24,133,279,61,130,120,6,12,3,3,0,0
116,415,17,193,33,20,112,241,131,248,98,11,11,3,3,5,0
158,408,0,202,34,14,126,164,86,195,84,9,10,6,3,1,0
78,415,0,192,33,21,122,241,88,204,86,9,9,5,2,1,0
119,415,26,161,27,21,97,250,110,142,92,6,7,8,2,1,0
120,415,0,151,26,10,85,119,128,233,123,10,6,2,2,1,0
155,510,0,185,31,17,102,196,117,227,122,10,8,1,2,1,0
106,408,0,221,38,23,120,270,95,122,113,5,9,5,2,1,0
87,510,0,167,28,17,119,199,119,133,88,6,11,6,3,1,0
146,415,32,154,26,16,80,186,91,148,107,7,8,4,2,3,0
101,415,29,121,21,16,116,186,100,242,75,11,10,6,3,0,0
22,510,23,182,31,14,94,165,59,129,102,6,13,4,3,3,0
90,415,0,110,19,12,88,138,108,160,121,7,11,5,3,2,0
41,415,0,210,36,10,105,122,105,254,104,11,10,4,3,1,0
69,415,0,168,28,21,76,242,92,101,103,5,11,4,3,2,0
33,415,0,214,36,20,88,240,119,149,71,7,10,14,3,2,0
112,415,0,116,20,21,108,243,111,185,78,8,13,5,4,1,0
108,510,30,277,47,19,99,220,113,178,95,8,10,6,3,2,0
136,415,21,179,31,15,88,181,97,321,120,14,10,4,3,2,0
128,510,0,187,32,23,84,271,95,206,68,9,10,5,3,1,0
27,408,0,201,34,19,128,227,100,146,91,7,8,3,2,2,0
161,415,0,190,32,23,78,267,117,185,137,8,1,6,0,1,0
33,415,35,187,32,22,124,261,69,318,103,14,15,5,4,0,0
120,415,31,154,26,19,83,219,96,237,76,11,11,4,3,0,0
113,415,0,188,32,18,97,208,118,159,101,7,9,6,2,2,0
122,415,0,231,39,21,132,243,99,182,57,8,11,2,3,0,1
148,415,26,245,42,10,150,118,138,236,91,11,15,4,4,2,0
74,415,0,231,39,19,93,223,78,158,101,7,10,2,3,3,0
106,415,0,187,32,21,104,250,117,145,81,7,11,3,3,1,0
179,415,0,171,29,16,54,191,108,215,107,10,13,4,4,1,0
149,415,28,127,22,14,97,167,102,145,77,7,9,3,2,5,1
77,510,0,190,32,18,112,207,95,214,91,10,9,7,2,0,0
127,408,0,177,30,14,110,168,100,182,138,8,8,2,2,1,1
80,415,0,161,27,17,99,199,81,228,116,10,11,4,3,1,0
106,510,0,169,29,17,107,197,71,202,79,9,11,4,3,1,0
61,415,20,254,43,14,133,162,96,251,91,11,11,4,3,0,0
135,510,24,128,22,18,54,215,105,234,84,11,6,4,2,2,0
115,415,26,171,29,18,107,217,77,226,71,10,14,5,4,6,0
167,408,0,219,37,21,100,243,90,169,101,8,10,4,3,2,0
107,510,0,274,47,16,104,184,68,154,67,7,11,9,3,2,0
112,415,0,162,28,17,138,201,114,134,134,6,11,4,3,1,0
35,510,27,242,41,12,87,142,101,289,68,13,9,4,3,1,0
103,408,0,63,11,14,124,170,66,280,78,13,9,4,3,3,0
107,415,22,281,48,12,83,144,130,239,128,11,11,9,3,1,0
69,415,0,228,39,22,70,264,80,143,60,6,11,5,3,3,0
85,408,0,210,36,17,82,195,94,200,85,9,11,3,3,0,0
24,408,0,266,45,18,86,209,102,183,105,8,11,6,3,2,1
90,415,0,215,37,10,97,118,117,134,78,6,12,2,3,2,0
137,510,0,111,19,19,79,223,111,170,64,8,11,3,3,3,0
92,415,45,281,48,17,88,198,103,94,76,4,8,3,2,0,0
38,415,0,138,23,24,86,286,76,167,77,8,14,3,4,2,0
69,510,33,272,46,22,98,253,102,165,85,7,8,2,2,1,1
45,408,0,113,19,19,108,219,120,240,106,11,9,3,2,2,0
73,408,0,187,32,20,118,240,90,168,108,8,15,2,4,1,0
92,415,0,197,33,23,84,269,105,159,105,7,11,4,3,1,0
113,415,32,180,31,11,89,129,124,167,124,8,8,2,2,1,0
68,408,0,149,25,19,126,219,125,199,121,9,15,7,4,1,1
135,415,22,197,34,22,113,259,95,135,135,6,15,5,4,2,0
100,415,26,154,26,12,115,138,146,214,104,10,16,5,4,1,0
96,415,27,261,44,19,96,221,101,179,97,8,11,2,3,1,0
108,510,0,246,42,17,102,202,134,180,95,8,9,5,3,1,0
84,510,0,191,32,27,88,319,119,247,79,11,7,4,2,0,0
134,408,0,208,35,22,86,254,89,291,86,13,13,3,3,1,0
72,415,0,253,43,19,73,219,78,211,89,9,10,4,3,0,0
83,408,0,202,34,17,87,202,111,102,82,5,7,4,2,0,0
137,408,0,174,30,13,120,156,98,137,121,6,10,5,3,0,0
56,415,30,127,22,15,89,172,116,195,111,9,12,3,3,1,0
61,510,16,144,24,21,76,243,58,148,95,7,11,3,3,0,0
171,510,17,187,32,20,94,240,138,201,64,9,6,3,2,1,0
